g1entrynr,g2entrynr,g1chr,g2chr,g1concatstart,g1concatstop,g1start,g1stop,g2concatstart,g2concatstop,g2start,g2stop,Distance
1967663,1934114,A01,D01,98814386,98826943,98814386,98826943,1220571627,1220578155,60465570,60472098,2.220000029
1967748,1947270,A01,D01,6400254,6401571,6400254,6401571,1164950632,1164951949,4844575,4845892,0.980000019
1967759,1933685,A01,D01,14432487,14434907,14432487,14434907,1171170924,1171173386,11064867,11067329,1.340000033
1967769,1948553,A01,D01,91274676,91275320,91274676,91275320,1214851468,1214852184,54745411,54746127,1.99000001
1967823,1988013,A01,D01,24696326,24700116,24696326,24700116,1177889458,1177893248,17783401,17787191,2.420000076
1967830,1973931,A01,D01,78291500,78299186,78291500,78299186,1209164004,1209171730,49057947,49065673,0.469999999
1967839,1960893,A01,D01,45168889,45169081,45168889,45169081,1187878344,1187878536,27772287,27772479,4.679999828
1968001,1961393,A01,D01,3237676,3239470,3237676,3239470,1162952835,1162954629,2846778,2848572,2.029999971
1968037,1962304,A01,D01,24025579,24027725,24025579,24027725,1177523572,1177525720,17417515,17419663,0.050000001
1968084,1961609,A01,D01,61822156,61825254,61822156,61825254,1199392528,1199394456,39286471,39288399,0.400000006
1968098,1979716,A01,D01,95043750,95045913,95043750,95045913,1217399906,1217402059,57293849,57296002,3.359999895
1968256,1950550,A01,D01,90863276,90866572,90863276,90866572,1214402198,1214468760,54296141,54362703,2.25999999
1968318,1945189,A01,D01,17991140,18021731,17991140,18021731,1173434690,1173456027,13328633,13349970,2.470000029
1968327,1943114,A01,D01,922891,927628,922891,927628,1161009099,1161020863,903042,914806,3.75
1968362,1963628,A01,D01,33045349,33049432,33045349,33049432,1182147952,1182156486,22041895,22050429,1.779999971
1968433,1991129,A01,D01,62020474,62023508,62020474,62023508,1199265789,1199268825,39159732,39162768,0.519999981
1968439,1934198,A01,D01,93566592,93567799,93566592,93567799,1216503613,1216504819,56397556,56398762,0.370000005
1968442,1945386,A01,D01,65113,67112,65113,67112,1160149987,1160151995,43930,45938,2.029999971
1968511,1974051,A01,D01,11161634,11164181,11161634,11164181,1169068472,1169071082,8962415,8965025,1.99000001
1968561,1965783,A01,D01,97076709,97077471,97076709,97077471,1219041379,1219042141,58935322,58936084,0.790000021
1968593,1997023,A01,D01,14221052,14223941,14221052,14223941,1171020651,1171023615,10914594,10917558,0.140000001
1968677,1986091,A01,D01,18658916,18662071,18658916,18662071,1173926393,1173929594,13820336,13823537,3.289999962
1968739,1964348,A01,D01,11200730,11201327,11200730,11201327,1169108739,1169109351,9002682,9003294,2.950000048
1968767,1954319,A01,D01,18871641,18872997,18871641,18872997,1174077652,1174079254,13971595,13973197,1.779999971
1968795,1989567,A01,D01,9769100,9770855,9769100,9770855,1167747229,1167748984,7641172,7642927,2.220000029
1968842,1980512,A01,D01,4869019,4872184,4869019,4872184,1164512449,1164515618,4406392,4409561,0.209999993
1968871,1972925,A01,D01,97838325,97842314,97838325,97842314,1219581167,1219587683,59475110,59481626,3.150000095
1968952,1946443,A01,D01,20058484,20059165,20058484,20059165,1175049707,1175050388,14943650,14944331,0.050000001
1968984,1947642,A01,D01,7106932,7107595,7106932,7107595,1165534567,1165535230,5428510,5429173,1.629999995
1969026,1938544,A01,D01,97617879,97623573,97617879,97623573,1219419632,1219425098,59313575,59319041,3.670000076
1969149,1970800,A01,D01,96896291,96914096,96896291,96914096,1218853647,1218858161,58747590,58752104,3.920000076
1969244,1985217,A01,D01,75789202,75790346,75789202,75790346,1205543411,1205544582,45437354,45438525,2.75999999
1969369,1962743,A01,D01,41462602,41473115,41462602,41473115,1183526481,1183536698,23420424,23430641,1.899999976
1969378,1970570,A01,D01,3659315,3662936,3659315,3662936,1163593798,1163597443,3487741,3491386,3.75
1969421,1963576,A01,D01,87653,88973,87653,88973,1160171828,1160173146,65771,67089,0.680000007
1969490,1933430,A01,D01,46011203,46011401,46011203,46011401,1188355218,1188355416,28249161,28249359,NA
1969513,1931533,A01,D01,11722789,11724814,11722789,11724814,1169493492,1169495424,9387435,9389367,2.420000076
1969578,1937619,A01,D01,3037481,3038597,3037481,3038597,1162857880,1162859208,2751823,2753151,2.880000114
1969602,1989214,A01,D01,98932666,98937902,98932666,98937902,1220654434,1220659581,60548377,60553524,3.289999962
1969631,1970372,A01,D01,29511353,29512442,29511353,29512442,1180372749,1180373839,20266692,20267782,3.00999999
1969698,1984542,A01,D01,88763700,88770963,88763700,88770963,1212590914,1212598175,52484857,52492118,2.25999999
1969744,1971342,A01,D01,89787283,89817295,89787283,89817295,1213570541,1213572405,53464484,53466348,3.589999914
1969758,1994599,A01,D01,13254200,13255358,13254200,13255358,1170365297,1170366455,10259240,10260398,1.029999971
1969776,1976064,A01,D01,17401443,17409421,17401443,17409421,1173161143,1173168952,13055086,13062895,2.369999886
1969794,1994363,A01,D01,90792501,90794567,90792501,90794567,1214367475,1214369535,54261418,54263478,1.149999976
1969801,1986104,A01,D01,16417808,16420095,16417808,16420095,1172482906,1172485308,12376849,12379251,1
1969826,1974018,A01,D01,39044498,39054377,39044498,39054377,1185579866,1185589768,25473809,25483711,3.589999914
1969830,1970593,A01,D01,8439646,8443562,8439646,8443562,1166877822,1166881713,6771765,6775656,3.00999999
1969866,1984114,A01,D01,99642873,99645538,99642873,99645538,1221267469,1221270124,61161412,61164067,0.300000012
1969894,1978548,A01,D01,8415657,8417072,8415657,8417072,1166866728,1166868135,6760671,6762078,5.829999924
1969911,1941180,A01,D01,5476123,5478092,5476123,5478092,1164877264,1164879233,4771207,4773176,1.370000005
1970025,1948069,A01,D01,82359839,82362338,82359839,82362338,1206165115,1206167639,46059058,46061582,2.25999999
1970062,1950098,A01,D01,2676313,2678683,2676313,2678683,1162706512,1162708934,2600455,2602877,0.050000001
1970112,1970811,A01,D01,7389041,7395110,7389041,7395110,1165767702,1165770171,5661645,5664114,5.829999924
1970157,1946261,A01,D01,98755022,98761352,98755022,98761352,1220507603,1220514066,60401546,60408009,2.220000029
1970223,1965235,A01,D01,61704806,61708258,61704806,61708258,1199492869,1199496320,39386812,39390263,2.420000076
1970299,1941078,A01,D01,88545878,88555666,88545878,88555666,1212453519,1212463323,52347462,52357266,0.860000014
1970328,1939426,A01,D01,62810386,62817548,62810386,62817548,1202508589,1202515718,42402532,42409661,2.640000105
1970356,1954631,A01,D01,584688,586503,584688,586503,1160597192,1160599028,491135,492971,1.700000048
1970367,1947574,A01,D01,98555360,98558022,98555360,98558022,1220299192,1220301864,60193135,60195807,2.529999971
1970386,1939068,A01,D01,61929557,61931163,61929557,61931163,1199386462,1199386861,39280405,39280804,3.670000076
1970426,1951391,A01,D01,15757129,15770128,15757129,15770128,1171768823,1171782365,11662766,11676308,2.319999933
1970467,1965964,A01,D01,8284734,8285135,8284734,8285135,1166757341,1166757742,6651284,6651685,2.819999933
1970487,1982135,A01,D01,99669278,99672459,99669278,99672459,1221290452,1221293608,61184395,61187551,2.880000114
1970502,1951699,A01,D01,19440293,19443475,19440293,19443475,1174454969,1174458149,14348912,14352092,1.049999952
1970521,1996296,A01,D01,99276736,99280257,99276736,99280257,1220933591,1220936068,60827534,60830011,5
1970524,1932254,A01,D01,93797567,93798083,93797567,93798083,1216390607,1216391126,56284550,56285069,6.650000095
1970552,1942891,A01,D01,32349839,32350714,32349839,32350714,1181594912,1181595806,21488855,21489749,6.650000095
1970695,1943068,A01,D01,81875821,81878831,81875821,81878831,1207799953,1207802702,47693896,47696645,2.369999886
1970764,1972260,A01,D01,7349384,7349819,7349384,7349819,1165738398,1165738833,5632341,5632776,0.689999998
1970769,1980493,A01,D01,10474421,10475190,10474421,10475190,1168323043,1168323806,8216986,8217749,3.839999914
1970891,1962790,A01,D01,8384033,8385523,8384033,8385523,1166837292,1166838735,6731235,6732678,1.779999971
1971065,1982209,A01,D01,18926420,18927877,18926420,18927877,1174115539,1174116995,14009482,14010938,1.100000024
1971070,1999631,A01,D01,226858,230832,226858,230832,1160316998,1160320972,210941,214915,2.170000076
1971130,1979950,A01,D01,14898570,14900982,14898570,14900982,1171410183,1171412535,11304126,11306478,1.860000014
1971204,1958359,A01,D01,90290365,90293074,90290365,90293074,1213980562,1213983278,53874505,53877221,2.529999971
1971234,1945355,A01,D01,17478930,17481127,17478930,17481127,1173218654,1173220804,13112597,13114747,1.860000014
1971262,1937187,A01,D01,8189192,8197864,8189192,8197864,1166634978,1166643895,6528921,6537838,0.769999981
1971274,1966509,A01,D01,98466249,98467689,98466249,98467689,1220119354,1220120793,60013297,60014736,0.050000001
1971390,1971120,A01,D01,49946501,49948458,49946501,49948458,1191311613,1191313266,31205556,31207209,3.00999999
1971502,1974066,A01,D01,4933608,4986572,4933608,4986572,1164576513,1164581663,4470456,4475606,3.670000076
1971527,1961376,A01,D01,92609937,92615142,92609937,92615142,1215738264,1215743309,55632207,55637252,3.289999962
1971531,1969981,A01,D01,98982780,98984802,98982780,98984802,1220704825,1220706844,60598768,60600787,NA
1971531,1977890,A01,D01,98982780,98984802,98982780,98984802,1220694972,1220696991,60588915,60590934,4.099999905
1971553,1989905,A01,D01,95494316,95495840,95494316,95495840,1217773497,1217775023,57667440,57668966,3.75
1971570,1947017,A01,D01,98325293,98327741,98325293,98327741,1219959664,1219962102,59853607,59856045,2.579999924
1971571,1986913,A01,D01,68253185,68256586,68253185,68256586,1201857586,1201859136,41751529,41753079,1.669999957
1971639,1945764,A01,D01,17470616,17471161,17470616,17471161,1173211815,1173212362,13105758,13106305,4.480000019
1971646,1995472,A01,D01,95200726,95202580,95200726,95202580,1217517125,1217523582,57411068,57417525,2.819999933
1971653,1977301,A01,D01,98434417,98439724,98434417,98439724,1220096583,1220098686,59990526,59992629,1
1971670,1961184,A01,D01,24922914,24930725,24922914,24930725,1178056120,1178063890,17950063,17957833,3.440000057
1971679,1979623,A01,D01,32577516,32578378,32577516,32578378,1181695232,1181696098,21589175,21590041,2.640000105
1971708,1985113,A01,D01,20091729,20094576,20091729,20094576,1175081952,1175083104,14975895,14977047,4.480000019
1971772,1942798,A01,D01,11900116,11902414,11900116,11902414,1169648536,1169650829,9542479,9544772,4.28000021
1971846,1990108,A01,D01,91890906,91893745,91890906,91893745,1215160138,1215162990,55054081,55056933,2.069999933
1971990,1940704,A01,D01,83018271,83023650,83018271,83023650,1206998417,1207003798,46892360,46897741,3.670000076
1972138,1941755,A01,D01,63623645,63630715,63623645,63630715,1200499863,1200506914,40393806,40400857,1.519999981
1972204,1980601,A01,D01,88150632,88151267,88150632,88151267,1212208609,1212209241,52102552,52103184,3.670000076
1972222,1995485,A01,D01,90990163,90993393,90990163,90993393,1214603461,1214606689,54497404,54500632,2.420000076
1972226,1963578,A01,D01,75376679,75380245,75376679,75380245,1205255150,1205258720,45149093,45152663,1.279999971
1972300,1992996,A01,D01,95732491,95739947,95732491,95739947,1217962778,1217970270,57856721,57864213,4.190000057
1972310,1967406,A01,D01,56105513,56108504,56105513,56108504,1195973687,1195976663,35867630,35870606,1.460000038
1972333,1988076,A01,D01,36760998,36763005,36760998,36763005,1184041859,1184043866,23935802,23937809,4.889999866
1972396,1978289,A01,D01,104864,114020,104864,114020,1160187677,1160197486,81620,91429,1.100000024
1972457,1955752,A01,D01,50193914,50196505,50193914,50196505,1191404365,1191406887,31298308,31300830,5
1972573,1959925,A01,D01,987359,988998,987359,988998,1161348742,1161350392,1242685,1244335,3.220000029
1972584,1937532,A01,D01,197328,200400,197328,200400,1160282673,1160285697,176616,179640,0.330000013
1972585,1977811,A01,D01,90134829,90136475,90134829,90136475,1213830729,1213832379,53724672,53726322,0.050000001
1972651,1984636,A01,D01,33720195,33721632,33720195,33721632,1182436003,1182437428,22329946,22331371,3.519999981
1972671,1974664,A01,D01,6904117,6911915,6904117,6911915,1165348925,1165356789,5242868,5250732,3.589999914
1972792,1966614,A01,D01,94869169,94869841,94869169,94869841,1217244031,1217244703,57137974,57138646,3.519999981
1972894,1992247,A01,D01,1761615,1765097,1761615,1765097,1162010850,1162014368,1904793,1908311,4.579999924
1972992,1954655,A01,D01,14376116,14378141,14376116,14378141,1171130907,1171132932,11024850,11026875,2.029999971
1973004,1946106,A01,D01,95038659,95041285,95038659,95041285,1217394854,1217397510,57288797,57291453,0.860000014
1973043,1939353,A01,D01,96170919,96173069,96170919,96173069,1218328774,1218330963,58222717,58224906,1.149999976
1973059,1965624,A01,D01,34232213,34234642,34232213,34234642,1183302431,1183304860,23196374,23198803,4.889999866
1973121,1961919,A01,D01,27506265,27507534,27506265,27507534,1179541239,1179542514,19435182,19436457,2.170000076
1973202,1967404,A01,D01,1833840,1835451,1833840,1835451,1210121982,1210122498,50015925,50016441,NA
1973202,1991270,A01,D01,1833840,1835451,1833840,1835451,1162101926,1162103516,1995869,1997459,1.429999948
1973212,1950083,A01,D01,10393130,10393727,10393130,10393727,1168276070,1168276667,8170013,8170610,NA
1973212,1998094,A01,D01,10393130,10393727,10393130,10393727,1168252394,1168253054,8146337,8146997,3.440000057
1973231,1995315,A01,D01,11322897,11325335,11322897,11325335,1169156237,1169158651,9050180,9052594,2.880000114
1973297,1945698,A01,D01,26586774,26587455,26586774,26587455,1179041411,1179042083,18935354,18936026,6.360000134
1973368,1959575,A01,D01,77823061,77832788,77823061,77832788,1209367879,1209379797,49261822,49273740,6.949999809
1973424,1938843,A01,D01,1284401,1286452,1284401,1286452,1161602614,1161604742,1496557,1498685,3.670000076
1973432,1952975,A01,D01,91334310,91334535,91334310,91334535,1214887171,1214887396,54781114,54781339,0.050000001
1973492,1933844,A01,D01,98165448,98166270,98165448,98166270,1219830666,1219831608,59724609,59725551,NA
1973492,1966394,A01,D01,98165448,98166270,98165448,98166270,1219835932,1219836874,59729875,59730817,NA
1973492,1974863,A01,D01,98165448,98166270,98165448,98166270,1219839218,1219840160,59733161,59734103,4.010000229
1973604,1930756,A01,D01,2384338,2388578,2384338,2388578,1162238356,1162242840,2132299,2136783,2.319999933
1973629,1999942,A01,D01,819096,822558,819096,822558,1160828975,1160832464,722918,726407,1.590000033
1973680,1956775,A01,D01,1418018,1425212,1418018,1425212,1161730729,1161737890,1624672,1631833,2.119999886
1973715,1985925,A01,D01,88619804,88622216,88619804,88622216,1212494182,1212496594,52388125,52390537,2.579999924
1973765,1932740,A01,D01,7890988,7891657,7890988,7891657,1166412926,1166413592,6306869,6307535,1
1973793,1931916,A01,D01,88977322,88978908,88977322,88978908,1212763693,1212765300,52657636,52659243,4.579999924
1973919,1990001,A01,D01,87059676,87066826,87059676,87066826,1211537763,1211543081,51431706,51437024,4.28000021
1973992,1944998,A01,D01,92034224,92037518,92034224,92037518,1215270140,1215273523,55164083,55167466,2.069999933
1974017,1979301,A01,D01,77169096,77169387,77169096,77169387,1209800956,1209801247,49694899,49695190,6.21999979
1974033,1988406,A01,D01,6663712,6665323,6663712,6665323,1165177299,1165178897,5071242,5072840,0.899999976
1974070,1968553,A01,D01,145942,146737,145942,146737,1160229375,1160230170,123318,124113,2.700000048
1974074,1998378,A01,D01,7807068,7811833,7807068,7811833,1166348976,1166353735,6242919,6247678,1.860000014
1974124,1979582,A01,D01,63603413,63605838,63603413,63605838,1200483906,1200486410,40377849,40380353,5
1974142,1930219,A01,D01,8092403,8092628,8092403,8092628,1166528555,1166528771,6422498,6422714,4.099999905
1974207,1941766,A01,D01,99587511,99588377,99587511,99588377,1221223304,1221224170,61117247,61118113,3.00999999
1974276,1998478,A01,D01,95273111,95277762,95273111,95277762,1217573076,1217577675,57467019,57471618,0.239999995
1974308,1932504,A01,D01,19373280,19388929,19373280,19388929,1174418737,1174432161,14312680,14326104,1.100000024
1974309,1980738,A01,D01,7606683,7608951,7606683,7608951,1166081751,1166084024,5975694,5977967,2.700000048
1974335,1989912,A01,D01,388741,394263,388741,394263,1160445060,1160451236,339003,345179,2.25999999
1974381,1986727,A01,D01,1641949,1642744,1641949,1642744,1161889655,1161890462,1783598,1784405,4.28000021
1974482,1989012,A01,D01,77535451,77539283,77535451,77539283,1209551419,1209555565,49445362,49449508,6.650000095
1974536,1962100,A01,D01,95636983,95641296,95636983,95641296,1217863362,1217867704,57757305,57761647,2.029999971
1974582,1965960,A01,D01,10122968,10124855,10122968,10124855,1168108018,1168109905,8001961,8003848,6.090000153
1974607,1987293,A01,D01,6751288,6754474,6751288,6754474,1165270815,1165273977,5164758,5167920,2.220000029
1974612,1943523,A01,D01,9238373,9240450,9238373,9240450,1167372646,1167374720,7266589,7268663,1.149999976
1974707,1946734,A01,D01,287624,290112,287624,290112,1160382846,1160386896,276789,280839,0.050000001
1974726,1996108,A01,D01,13443431,13444570,13443431,13444570,1170445995,1170447149,10339938,10341092,1.74000001
1974766,1994421,A01,D01,1741201,1741681,1741201,1741681,1161990050,1161990530,1883993,1884473,1.899999976
1974787,1957854,A01,D01,25167666,25169002,25167666,25169002,1178168303,1178169645,18062246,18063588,2.700000048
1974856,1971211,A01,D01,95987508,96047240,95987508,96047240,1218200164,1218202365,58094107,58096308,1.74000001
1974857,1935332,A01,D01,36311698,36312700,36311698,36312700,1184159596,1184160592,24053539,24054535,1.169999957
1974914,1969475,A01,D01,1680922,1711236,1680922,1711236,1161952850,1161961069,1846793,1855012,3.519999981
1974979,1997186,A01,D01,10881936,10888814,10881936,10888814,1168783039,1168789814,8676982,8683757,3.289999962
1974984,1957960,A01,D01,19913704,19913986,19913704,19913986,1174940473,1174940755,14834416,14834698,5.460000038
1975074,1978499,A01,D01,7612023,7614399,7612023,7614399,1166086889,1166089253,5980832,5983196,3.079999924
1975095,1994258,A01,D01,10371277,10371697,10371277,10371697,1168245002,1168245422,8138945,8139365,1.340000033
1975350,1970105,A01,D01,6436260,6436647,6436260,6436647,1164969825,1164970212,4863768,4864155,NA
1975350,1975596,A01,D01,6436260,6436647,6436260,6436647,1164983995,1164984379,4877938,4878322,3.670000076
1975417,1970875,A01,D01,99703715,99704948,99703715,99704948,1221369969,1221371204,61263912,61265147,2.220000029
1975501,1994602,A01,D01,1757464,1759408,1757464,1759408,1162006162,1162008158,1900105,1902101,2.819999933
1975504,1987526,A01,D01,99484012,99486628,99484012,99486628,1221139387,1221142636,61033330,61036579,2.819999933
1975552,1938024,A01,D01,20704742,20712667,20704742,20712667,1175398316,1175406150,15292259,15300093,1.429999948
1975605,1978182,A01,D01,3970856,3972100,3970856,3972100,1163760364,1163774653,3654307,3668596,5
1975612,1978765,A01,D01,32254929,32257618,32254929,32257618,1181539565,1181542221,21433508,21436164,3.359999895
1975634,1940816,A01,D01,94611527,94652204,94611527,94652204,1217003505,1217035021,56897448,56928964,1.070000052
1975680,1944024,A01,D01,89908886,89909801,89908886,89909801,1213653965,1213654853,53547908,53548796,5.21999979
1975682,1942789,A01,D01,408492,411481,408492,411481,1160463289,1160466304,357232,360247,4.579999924
1975713,1930344,A01,D01,888916,893602,888916,893602,1160904026,1160908684,797969,802627,3.440000057
1975734,1935946,A01,D01,99792940,99793751,99792940,99793751,1221448339,1221449160,61342282,61343103,2.529999971
1975904,1952736,A01,D01,39394826,39401629,39394826,39401629,1185877066,1185880225,25771009,25774168,1.899999976
1975926,1973438,A01,D01,91330406,91333509,91330406,91333509,1214883258,1214886828,54777201,54780771,4.099999905
1975928,1941961,A01,D01,93571264,93572861,93571264,93572861,1216492703,1216494244,56386646,56388187,0.899999976
1976003,1947751,A01,D01,16338402,16389460,16338402,16389460,1172412677,1172454955,12306620,12348898,2.579999924
1976074,1964280,A01,D01,61703406,61704392,61703406,61704392,1199496734,1199497718,39390677,39391661,3.519999981
1976166,1943409,A01,D01,19889440,19891019,19889440,19891019,1174932874,1174934342,14826817,14828285,2.529999971
1976262,1939300,A01,D01,81508138,81509712,81508138,81509712,1207959292,1207960864,47853235,47854807,4.28000021
1976505,1937894,A01,D01,25469863,25470918,25469863,25470918,1178307466,1178308511,18201409,18202454,2.170000076
1976576,1981858,A01,D01,98836737,98837049,98836737,98837049,1220591996,1220592308,60485939,60486251,NA
1976621,1971975,A01,D01,64143933,64160311,64143933,64160311,1200702205,1200713763,40596148,40607706,0.319999993
1976681,1933403,A01,D01,22707063,22711331,22707063,22711331,1176902040,1176906320,16795983,16800263,3.589999914
1976710,1960200,A01,D01,95183533,95187618,95183533,95187618,1217502202,1217506357,57396145,57400300,4.889999866
1976730,1991312,A01,D01,4446746,4449972,4446746,4449972,1164203133,1164206319,4097076,4100262,1.200000048
1976742,1983060,A01,D01,10386992,10389301,10386992,10389301,1168270871,1168273168,8164814,8167111,1.279999971
1976793,1948773,A01,D01,93001400,93005290,93001400,93005290,1216863588,1216867558,56757531,56761501,2.25999999
1976886,1976022,A01,D01,17411129,17412725,17411129,17412725,1173170662,1173172249,13064605,13066192,3.920000076
1976971,1972329,A01,D01,32877499,32879854,32877499,32879854,1181877779,1181880144,21771722,21774087,1.74000001
1976981,1994505,A01,D01,19960997,19962186,19960997,19962186,1174987891,1174989085,14881834,14883028,0.920000017
1977011,1988803,A01,D01,98986959,98989537,98986959,98989537,1220708247,1220710528,60602190,60604471,2.369999886
1977041,1969793,A01,D01,18486747,18493834,18486747,18493834,1173835109,1173842181,13729052,13736124,0.939999998
1977140,1969621,A01,D01,93075773,93078309,93075773,93078309,1216834551,1216837511,56728494,56731454,1.779999971
1977150,1978727,A01,D01,50628268,50628823,50628268,50628823,1191713941,1191714313,31607884,31608256,3.289999962
1977189,1983436,A01,D01,55445753,55450959,55445753,55450959,1195679290,1195684466,35573233,35578409,4.480000019
1977258,1959326,A01,D01,2442314,2444516,2442314,2444516,1162298690,1162300892,2192633,2194835,1.629999995
1977310,1952038,A01,D01,11079320,11082837,11079320,11082837,1168990500,1168994011,8884443,8887954,2.75999999
1977355,1974147,A01,D01,99636631,99638278,99636631,99638278,1221261391,1221263007,61155334,61156950,3.75
1977408,1930807,A01,D01,4924490,4931629,4924490,4931629,1164555400,1164560178,4449343,4454121,5.110000134
1977501,1980742,A01,D01,21638587,21640865,21638587,21640865,1176091603,1176092959,15985546,15986902,0.050000001
1977538,1965180,A01,D01,18070591,18071698,18070591,18071698,1173485613,1173486720,13379556,13380663,2.700000048
1977594,1948113,A01,D01,9925367,9926061,9925367,9926061,1167945971,1167946665,7839914,7840608,2.029999971
1977619,1944633,A01,D01,99712746,99719218,99712746,99719218,1221379338,1221385599,61273281,61279542,1.590000033
1977637,1998255,A01,D01,95984127,95986586,95984127,95986586,1218196875,1218199330,58090818,58093273,2.75999999
1977639,1975996,A01,D01,61701930,61702240,61701930,61702240,1199498887,1199499197,39392830,39393140,6.090000153
1977681,1986719,A01,D01,62308581,62309788,62308581,62309788,1199201730,1199202950,39095673,39096893,2.819999933
1977707,1986050,A01,D01,78752512,78753808,78752512,78753808,1208969294,1208970581,48863237,48864524,4.679999828
1977721,2.00E+06,A01,D01,86847746,86850368,86847746,86850368,1211363416,1211366036,51257359,51259979,2.700000048
1977753,1984756,A01,D01,26295052,26296223,26295052,26296223,1178963205,1178964379,18857148,18858322,1.200000048
1977795,1959565,A01,D01,88395672,88397689,88395672,88397689,1212295910,1212298049,52189853,52191992,0.839999974
1977975,1986579,A01,D01,7344103,7347955,7344103,7347955,1165733150,1165736970,5627093,5630913,2.700000048
1978017,1995670,A01,D01,9496809,9500639,9496809,9500639,1167626502,1167630333,7520445,7524276,3.00999999
1978058,1969763,A01,D01,13715221,13722563,13715221,13722563,1170631048,1170638537,10524991,10532480,3.839999914
1978176,1972240,A01,D01,90257692,90270304,90257692,90270304,1213908630,1213921572,53802573,53815515,2.470000029
1978186,1983578,A01,D01,6917015,6919585,6917015,6919585,1165361881,1165365478,5255824,5259421,1.899999976
1978208,1977984,A01,D01,86777509,86780293,86777509,86780293,1211261952,1211264662,51155895,51158605,1.100000024
1978238,1978496,A01,D01,31702491,31703345,31702491,31703345,1181251842,1181252695,21145785,21146638,3.75
1978250,1996525,A01,D01,27144536,27146102,27144536,27146102,1179288188,1179289442,19182131,19183385,2.880000114
1978255,1986062,A01,D01,26642798,26649698,26642798,26649698,1179073145,1179080697,18967088,18974640,1.590000033
1978327,1975685,A01,D01,95233819,95240521,95233819,95240521,1217552562,1217559239,57446505,57453182,1.149999976
1978373,1946421,A01,D01,97832832,97835996,97832832,97835996,1219576880,1219578790,59470823,59472733,0.050000001
1978376,1987084,A01,D01,2694391,2696258,2694391,2696258,1162723267,1162725187,2617210,2619130,1.700000048
1978387,1950083,A01,D01,10376574,10377234,10376574,10377234,1168276070,1168276667,8170013,8170610,NA
1978387,1998094,A01,D01,10376574,10377234,10376574,10377234,1168252394,1168253054,8146337,8146997,0.050000001
1978417,1951038,A01,D01,87055991,87056890,87055991,87056890,1211534080,1211534981,51428023,51428924,1.149999976
1978460,1999850,A01,D01,60390596,60391547,60390596,60391547,1198678618,1198679791,38572561,38573734,2.170000076
1978465,1953983,A01,D01,902800,904124,902800,904124,1160917911,1160919284,811854,813227,0.810000002
1978497,1974548,A01,D01,23435407,23441836,23435407,23441836,1177188670,1177195901,17082613,17089844,0.74000001
1978640,1971875,A01,D01,7191030,7194856,7191030,7194856,1165595812,1165599496,5489755,5493439,2.25999999
1978693,1968892,A01,D01,58937134,58938373,58937134,58938373,1197193363,1197194619,37087306,37088562,3.670000076
1978705,1984443,A01,D01,94206636,94208452,94206636,94208452,1216144380,1216146199,56038323,56040142,0.349999994
1978732,1968867,A01,D01,12142357,12145432,12142357,12145432,1169866080,1169868975,9760023,9762918,4.78000021
1978733,1966981,A01,D01,98097774,98100146,98097774,98100146,1219769275,1219771625,59663218,59665568,4.190000057
1978781,1985085,A01,D01,5319053,5321761,5319053,5321761,1164736986,1164739691,4630929,4633634,3.519999981
1978811,1968055,A01,D01,98692378,98694289,98692378,98694289,1220433548,1220435459,60327491,60329402,3.75
1978844,1935166,A01,D01,1672476,1679003,1672476,1679003,1161923810,1161930385,1817753,1824328,2.369999886
1978949,1985158,A01,D01,71645406,71645995,71645406,71645995,1203415439,1203416028,43309382,43309971,0.050000001
1979039,1979258,A01,D01,38765671,38767468,38765671,38767468,1185511106,1185512903,25405049,25406846,2.640000105
1979058,1995002,A01,D01,22864956,22866243,22864956,22866243,1176838078,1176839365,16732021,16733308,2.75999999
1979144,1949899,A01,D01,18709583,18711083,18709583,18711083,1173981731,1173983239,13875674,13877182,1.940000057
1979147,1975540,A01,D01,7351791,7355319,7351791,7355319,1165740743,1165741184,5634686,5635127,4.679999828
1979268,1956656,A01,D01,92883324,92886051,92883324,92886051,1215876904,1215879647,55770847,55773590,3.289999962
1979270,1981485,A01,D01,97578619,97580581,97578619,97580581,1219343073,1219345034,59237016,59238977,0.550000012
1979295,1945282,A01,D01,97705623,97706307,97705623,97706307,1219440426,1219441110,59334369,59335053,1.74000001
1979407,1930444,A01,D01,32833740,32856208,32833740,32856208,1181824531,1181842131,21718474,21736074,2.700000048
1979411,1962678,A01,D01,99385832,99386950,99385832,99386950,1221047715,1221048821,60941658,60942764,3.670000076
1979440,1948731,A01,D01,12347529,12349137,12347529,12349137,1170055653,1170080699,9949596,9974642,2.25999999
1979471,1947118,A01,D01,8122980,8126533,8122980,8126533,1166593262,1166597155,6487205,6491098,1.169999957
1979479,1940483,A01,D01,10997501,11000830,10997501,11000830,1168916850,1168920138,8810793,8814081,2.319999933
1979608,1935733,A01,D01,13743913,13754663,13743913,13754663,1170651414,1170656015,10545357,10549958,1.860000014
1979671,1964801,A01,D01,42271940,42275796,42271940,42275796,1184619789,1184623633,24513732,24517576,0.680000007
1979687,1978913,A01,D01,72702362,72703711,72702362,72703711,1203806023,1203807370,43699966,43701313,4.78000021
1979718,1937925,A01,D01,270659,277613,270659,277613,1160367595,1160374639,261538,268582,0.839999974
1979813,1960032,A01,D01,99056206,99058958,99056206,99058958,1220763627,1220766327,60657570,60660270,4.380000114
